file,class,method,variable,usage
/mnt/d/lab/clones_zip/GrowingGit_GitHub-Chinese-Top-Charts/GitHub-Chinese-Top-Charts-master/content/scripts/test.java,Test,main/1[java.lang.String[]],args,0
