metric,mean,median,std,count
stars,9374.969409282701,5661.5,11504.681580943223,948
releases,13.492616033755274,10.0,13.012825624803314,948
idade_anos,9.648850210970465,9.75,3.034192691135099,948
loc,50.708459515904465,43.75862068965517,32.88396245350298,923
locComment,0.0,0.0,0.0,948
cbo,5.285647252826992,5.241379310344827,1.859932480320633,923
dit,1.4611463605640127,1.396770938446014,0.3580142975465033,923
lcom,121.03907202945923,23.292134831460675,1809.6900836353927,923
